N_Transaccion,Codigo_Producto,Descripcion,Cantidad,Fecha_Hora,Precio_Unitario,ID_Cliente,Pais
536544,22064,BOTE DE BOLSILLO ROSADO,1,01/12/2010 14:32,3.36,,USA
536544,22065,POTE DE NAVIDAD BOTE BOTE,1,01/12/2010 14:32,3.36,,USA
536544,22067,CHAQUETA DE ORO CON TRUFAS DE CHOC,1,01/12/2010 14:32,3.36,,USA
536544,22068,PECHO NEGRO DEL TESORO PIRATA,1,01/12/2010 14:32,3.36,,USA
536544,22069,PECHO MARRON DEL TESORO PIRATA,1,01/12/2010 14:32,3.36,,USA
536544,22071,TAZA RETROSPOT BLANCA PEQUENA EN CAJA,1,01/12/2010 14:32,7.62,,USA
536544,22075,NAVIDAD ELEGANTE DE 6 CINTA,1,01/12/2010 14:32,3.36,,USA
536544,22076,6 IMPERIO DE CINTA,1,01/12/2010 14:32,3.36,,USA
536544,22077,6 CINTA CON ENCANTO RUSTICO,3,01/12/2010 14:32,3.36,,USA
536544,22080,CARRETE DE CINTA POLKADOTS,1,01/12/2010 14:32,3.36,,USA
536544,22081,CARRETE CINTA FLORA + FAUNA,1,01/12/2010 14:32,3.36,,USA
536544,22082,DISENO DE RAYAS DE CARRETE DE CINTA,1,01/12/2010 14:32,3.36,,USA
536544,22083,KIT DE CADENA DE PAPEL RETROSPOT,4,01/12/2010 14:32,5.91,,USA
536544,22086,KIT DE CADENA DE PAPEL 50'S NAVIDAD,33,01/12/2010 14:32,5.91,,USA
536544,22087,ENCAJE DE PAPEL ENCAJE BLANCO,2,01/12/2010 14:32,5.91,,USA
536544,22090,RETROSPOT DE CONTABILIDAD DE PAPEL,1,01/12/2010 14:32,5.91,,USA
536544,22095,LADS SOLO CAJA DE TEJIDOS,2,01/12/2010 14:32,2.51,,USA
536544,22100,CAJA DE TEJIDOS CUADRADOS CRANEOS,1,01/12/2010 14:32,2.51,,USA
536544,22107,PLATO DE PIZZA EN CAJA,1,01/12/2010 14:32,7.62,,USA
536544,22110,BOTELLA DE AGUA CALIENTE DE AVES,2,01/12/2010 14:32,7.62,,USA
536544,22111,SCOTTIE PERRO BOTELLA DE AGUA CALIENTE,2,01/12/2010 14:32,11.02,,USA
536544,22112,BOTELLA DE AGUA CALIENTE CON CHOCOLATE,2,01/12/2010 14:32,11.02,,USA
536544,22114,BOTELLA DE AGUA CALIENTE TE Y SIMPATIA,3,01/12/2010 14:32,8.47,,USA
536544,22115,TE DE IMPERIO DE SENAL DE METAL,2,01/12/2010 14:32,5.91,,USA
536544,22130,CONO DE FIESTA DECORACION DE NAVIDAD,2,01/12/2010 14:32,8.47,,USA
536544,22134,LADLE LOVE CORAZON ROJO,1,01/12/2010 14:32,0.85,,USA
536544,22135,LADLE LOVE CORAZON ROSA,5,01/12/2010 14:32,0.85,,USA
536544,22141,ARBOL DE NAVIDAD ARBOL SUPERIOR ANGEL,4,01/12/2010 14:32,4.21,,USA
536544,22144,NAVIDAD CRAFT PEQUENOS AMIGOS,4,01/12/2010 14:32,4.21,,USA
536544,22149,FELTCRAFT 6 AMIGOS DE LA FLOR,1,01/12/2010 14:32,4.21,,USA
536544,22153,ANGEL DECORATION STARS ON DRESS,1,01/12/2010 14:32,0.85,,USA
536544,22154,ANGEL DECORATION 3 BOTONES,1,01/12/2010 14:32,0.85,,USA
536544,22155,RUSTICA DE DECORACION DE ESTRELLAS,3,01/12/2010 14:32,0.85,,USA
536544,22156,DECORACION CORAZON CON PERLAS,3,01/12/2010 14:32,1.66,,USA
536544,22161,DECORACION CORAZON COLGANTE RUSTICO,10,01/12/2010 14:32,0.81,,USA
536544,22162,CORAZON RUSTICO ACOLCHADO,2,01/12/2010 14:32,3.36,,USA
536544,22169,ALBUM FAMILIAR MARCO BLANCO,1,01/12/2010 14:32,16.98,,USA
536544,22174,CUBO FOTOGRAFICO,2,01/12/2010 14:32,3.36,,USA
536544,22178,VICTORIAN VIDRIO COLGANTE LUZ EN T,13,01/12/2010 14:32,2.51,,USA
536544,22182,SOPORTE PASTELERA VICTORIANA FILIGRANA PEQUENA,1,01/12/2010 14:32,4.21,,USA
536544,22185,COLGANTE DE AZULEJOS NATURALES,1,01/12/2010 14:32,3.36,,USA
536544,22189,PORTA TARJETA CREMA CORAZON,1,01/12/2010 14:32,8.47,,USA
536544,22190,TAZA DE CAFE LOCAL,3,01/12/2010 14:32,2.51,,USA
536544,22195,GRANDES CUCHARAS PARA MEDIR EL CORAZON,1,01/12/2010 14:32,3.36,,USA
536544,22196,CUCHARAS DE MEDICION CORAZON PEQUENO,2,01/12/2010 14:32,1.66,,USA
536544,22197,PequeNo titular de palomitas de maIz,2,01/12/2010 14:32,1.66,,USA
536544,22198,GRAN TITULAR DE PALOMITAS,4,01/12/2010 14:32,3.36,,USA
536544,22203,RETROSPOT ROJO DE LECHE,1,01/12/2010 14:32,7.62,,USA
536544,22207,BANDERA DE SINDICATO DE FREIR,1,01/12/2010 14:32,8.47,,USA
536544,22219,LOVEBIRD COLGANTE DECORACION BLANCO,3,01/12/2010 14:32,1.66,,USA
536544,22224,LINTERNA BLANCA LOVEBIRD,1,01/12/2010 14:32,5.91,,USA
536544,22265,POLLUELO NATURAL DE DECORACION DE PASCUA,2,01/12/2010 14:32,1.28,,USA
536544,22276,LAVADO BOLSA VINTAGE ROSE PAISLEY,1,01/12/2010 14:32,5.91,,USA
536544,22294,CORAZON FILIGRANA PALOMA PEQUENA,4,01/12/2010 14:32,2.51,,USA
536544,22296,CORAZON MARFIL TRELLIS GRANDE,1,01/12/2010 14:32,3.36,,USA
536544,22297,TRELLIS CORAZON MARFIL PEQUENO,1,01/12/2010 14:32,2.51,,USA
536544,22299,LLAVERO CERDO CON LUZ Y SONIDO,1,01/12/2010 14:32,2.51,,USA
536544,22300,TAZA DE CAFE PERRO + DISENO DE BOLA,1,01/12/2010 14:32,5.06,,USA
536544,22301,TAZA DE CAFE CAT + DISENO DE AVES,2,01/12/2010 14:32,5.06,,USA
536544,22309,TE ACOGEDOR RAYAS ROJAS,1,01/12/2010 14:32,5.06,,USA
536544,22310,TAZA DE MARFIL COSY COSY,9,01/12/2010 14:32,3.36,,USA
536544,22314,OFICINA TAZA CALENTADOR CHOC + AZUL,1,01/12/2010 14:32,5.91,,USA
536544,22318,CINCO DECORACION COLGANTE CORAZON,1,01/12/2010 14:32,5.91,,USA
536544,22335,DECORACION CORAZON ZINC PINTADO,4,01/12/2010 14:32,1.28,,USA
536544,22336,PALOMA DECORACION PINTADA ZINC,4,01/12/2010 14:32,1.28,,USA
536544,22345,FIESTA PIZZA PLATO POLKADOT AZUL,1,01/12/2010 14:32,1.66,,USA
536544,22348,BOLSA DE TE PLACA RETROSPOT ROJA,3,01/12/2010 14:32,1.66,,USA
536544,22355,BOLSO CHARLOTTE DISENO SUKI,3,01/12/2010 14:32,1.66,,USA
536544,22356,BOLSO CHARLOTTE POLKADOT ROSADO,9,01/12/2010 14:32,1.66,,USA
536544,22357,KINGS CHOICE BISCUIT TIN,1,01/12/2010 14:32,8.47,,USA
536544,22359,JARRA DE VIDRIO ELECCION DE REYES,2,01/12/2010 14:32,5.91,,USA
536544,22360,JARRA DE VIDRIO CONFITERIA INGLESA,2,01/12/2010 14:32,5.91,,USA
536544,22361,JARRA DE CRISTAL MARGARITA ALGODON FRESCO LANA,2,01/12/2010 14:32,5.91,,USA
536544,22367,DISENO DEL ESPACIADOR DEL DELANTAL DE LOS NINOS,1,01/12/2010 14:32,4.21,,USA
536544,22371,AIRLINE BAG VINTAGE TOKYO 78,1,01/12/2010 14:32,8.47,,USA
536544,22375,AIRLINE BAG VINTAGE JET SET MARRON,2,01/12/2010 14:32,8.47,,USA
536544,22376,AIRLINE BAG VINTAGE JET SET BLANCO,1,01/12/2010 14:32,8.47,,USA
536544,22378,RETROSPOT DE ORDEN DE PARED,2,01/12/2010 14:32,4.21,,USA
536544,22379,BOLSA DE RECICLAJE RETROSPOT,2,01/12/2010 14:32,4.21,,USA
536544,22380,TOY TIDY SPACEBOY,1,01/12/2010 14:32,4.21,,USA
536544,22383,ALMUERZO DISENO SUKI,1,01/12/2010 14:32,4.21,,USA
536544,22384,BOLSA DE ALMUERZO POLKADOT ROSADO,2,01/12/2010 14:32,4.21,,USA
536544,22394,ELECCION DE LOS REYES EN PAPEL,1,01/12/2010 14:32,5.06,,USA
536544,22396,PAQUETE DE IMANES DE 4 FOTOS RETRO,1,01/12/2010 14:32,2.51,,USA
536544,22418,PLUMA SPACEBOY DE 10 COLORES,1,01/12/2010 14:32,1.66,,USA
536544,22419,LAPIZ LABIAL ROJO,4,01/12/2010 14:32,0.85,,USA
536544,22422,PLUMA PARA TUBO DE PASTA DENTAL,2,01/12/2010 14:32,1.28,,USA
536544,22423,REGENCIA CAKESTAND 3 NIVEL,40,01/12/2010 14:32,12.72,,USA
536544,22430,ESMALTE RIEGO PUEDE CREMA,1,01/12/2010 14:32,10.17,,USA
536544,22432,EL RIEGO PUEDE EL CONEJO ROSADO,1,01/12/2010 14:32,4.21,,USA
536544,22437,JUEGO DE 9 GLOBOS DE CRANEO NEGRO,1,01/12/2010 14:32,1.66,,USA
536544,22444,CULTIVA TU PROPIA PLANTA EN UNA CAN,1,01/12/2010 14:32,2.51,,USA
536544,22451,BOLSO DE SEDA BABUSHKA ROJO,2,01/12/2010 14:32,6.77,,USA
536544,22457,PIZARRA NATURAL PIZARRA PIZARRA,6,01/12/2010 14:32,5.91,,USA
536544,22469,CORAZON DE MIMBRE PEQUENO,8,01/12/2010 14:32,3.36,,USA
536544,22470,CORAZON DE MIMBRE GRANDE,1,01/12/2010 14:32,5.91,,USA
536544,22471,TV CENA BANDEJA AIRE ACONDICIONADO,1,01/12/2010 14:32,11.02,,USA
536544,22476,EMPIRE UNION JACK TV CENA BANDEJA,1,01/12/2010 14:32,11.02,,USA
536544,22477,RIEGO PUEDE MARCADOR DE JARDIN,2,01/12/2010 14:32,2.51,,USA
536544,22478,MARCADOR DE JARDINES,1,01/12/2010 14:32,2.51,,USA
536544,22479,MARCADOR DE JARDIN MARGARITA,1,01/12/2010 14:32,2.51,,USA
536544,22487,ESCALERA DE PLANTA DE JARDIN DE MADERA BLANCA,1,01/12/2010 14:32,20.38,,USA
536544,22489,PAQUETE DE 12 CRAYONES TRADICIONALES,1,01/12/2010 14:32,0.85,,USA
536544,22494,TIN DE PRIMEROS AUXILIOS DE EMERGENCIA,2,01/12/2010 14:32,2.51,,USA
536544,22497,CONJUNTO DE 2 ESTANCIAS BANO VINTAGE,2,01/12/2010 14:32,8.47,,USA
536544,22515,NINOS JARDIN ESPADA ROSA,1,01/12/2010 14:32,4.21,,USA
536544,22517,NINOS JARDIN RAKE ROSA,1,01/12/2010 14:32,4.21,,USA
536544,22519,PINCEL DE JARDIN PARA NINOS ROSADO,1,01/12/2010 14:32,4.21,,USA
536544,22530,DIBUJO MAGICO PIZARRA DOLLY CHICA,5,01/12/2010 14:32,0.85,,USA
536544,22531,DESFILE MAGICO CIRCO DE PIZARRA DESFILE,8,01/12/2010 14:32,0.85,,USA
536544,22539,MINI JIGSAW DOLLY GIRL,4,01/12/2010 14:32,0.85,,USA
536544,22540,MINI JIGSAW CIRCUS DESFILE,1,01/12/2010 14:32,0.85,,USA
536544,22545,CONEJITOS MINI JIGSAW,1,01/12/2010 14:32,0.85,,USA
536544,22548,CABEZAS Y COLAS DEPORTIVAS DIVERSION,1,01/12/2010 14:32,2.51,,USA
536544,22549,DominO de imagen,1,01/12/2010 14:32,3.36,,USA
536544,22550,VACACIONES DIVERSION LUDO,2,01/12/2010 14:32,7.62,,USA
536544,22553,YESOS EN CRANEOS DE HOJALATA,1,01/12/2010 14:32,3.36,,USA
536544,22555,YESOS EN ESTANO FUERTE,1,01/12/2010 14:32,3.36,,USA
536544,22558,PAQUETES DE ROPA PACK RETROSPOT 24,4,01/12/2010 14:32,2.51,,USA
536544,22560,ARCILLA DE MODELADO TRADICIONAL,1,01/12/2010 14:32,2.51,,USA
536544,22569,COJIN FELTCRAFT MARIPOSA,1,01/12/2010 14:32,7.62,,USA
536544,22571,ROCKING HORSE RED NAVIDAD,1,01/12/2010 14:32,1.66,,USA
536544,22573,DECORACION DE NAVIDAD DE MADERA ESTRELLA,5,01/12/2010 14:32,1.66,,USA
536544,22574,DECORACION DE NAVIDAD DE MADERA DEL CORAZON,1,01/12/2010 14:32,1.66,,USA
536544,22580,CALENDARIO DE ADVIENTO SACK DE GUINGA,1,01/12/2010 14:32,11.87,,USA
536544,22582,PAQUETE DE 6 CAJAS DE REGALO SWEETIE,1,01/12/2010 14:32,5.06,,USA
536544,22583,PAQUETE DE 6 CAJAS DE REGALO DE BOLSOS,1,01/12/2010 14:32,5.06,,USA
536544,22588,PORTA TARJETAS CORAZON GINGHAM,3,01/12/2010 14:32,5.06,,USA
536544,22589,TARJETERO GINGHAM STAR,1,01/12/2010 14:32,5.06,,USA
536544,22595,CORAZON DE NAVIDAD GINGHAM,1,01/12/2010 14:32,1.66,,USA
536544,22600,NAVIDAD RETROSPOT ESTRELLA MADERA,1,01/12/2010 14:32,1.66,,USA
536544,22601,NAVIDAD RETROSPOT ANGEL MADERA,2,01/12/2010 14:32,1.66,,USA
536544,22603,ARBOL DE RETROSPOT DE NAVIDAD MADERA,4,01/12/2010 14:32,1.66,,USA
536544,22605,CONJUNTO DE JARDIN DE CROQUET DE MADERA,1,01/12/2010 14:32,25.49,,USA
536544,22614,PAQUETE DE 12 TEJIDOS DE SPACEBOY,1,01/12/2010 14:32,0.85,,USA
536544,22616,PAQUETE DE 12 TEJIDOS DE LONDRES,3,01/12/2010 14:32,0.85,,USA
536544,22620,4 TOPS DE GIRO TRADICIONALES,7,01/12/2010 14:32,2.51,,USA
536544,22625,ESCALAS DE COCINA ROJAS,2,01/12/2010 14:32,16.98,,USA
536544,22629,CAJA DE ALMUERZO SPACEBOY,1,01/12/2010 14:32,4.21,,USA
536544,22632,CALENTADOR DE MANOS RETROSPOT ROJO,1,01/12/2010 14:32,4.21,,USA
536544,22635,DESAYUNO INFANTIL SET DOLLY GIRL,1,01/12/2010 14:32,20.38,,USA
536544,22639,CONJUNTO DE 4 CORAZONES DE CORREOS,1,01/12/2010 14:32,5.06,,USA
536544,22644,CEREZA CEREZA TORTA BANCO DE DINERO,1,01/12/2010 14:32,3.36,,USA
536544,22645,TARTA DE CORAZON CERAMICA TARTA BANCO DE DINERO,1,01/12/2010 14:32,3.36,,USA
536544,22646,TARTA DE FRESA CERAMICA BANCO DE DINERO,1,01/12/2010 14:32,3.36,,USA
536544,22651,KIT DE REPARACION DE CAMISA DE CABALLERO,3,01/12/2010 14:32,1.66,,USA
536544,22654,KIT DE COSER DE LUJO,1,01/12/2010 14:32,11.87,,USA
536544,22662,BOLSA DE ALMUERZO DISENO DE DOLLY CHICA,2,01/12/2010 14:32,4.21,,USA
536544,22664,DISENO DE NINA DOLLY TOY TIDY,4,01/12/2010 14:32,4.21,,USA
536544,22665,DISENO DE LIBRO DE DIBUJOS AZUL DE LA CAJA DE RECETAS,1,01/12/2010 14:32,5.91,,USA
536544,22666,CAJA DE RECETAS DISENO AMARILLO,2,01/12/2010 14:32,5.91,,USA
536544,22669,BUNTAS DE BEBE ROJO,1,01/12/2010 14:32,5.91,,USA
536544,22675,COCINA FRANCESA SIGNO METAL AZUL,2,01/12/2010 14:32,2.51,,USA
536544,22694,ESTRELLA DE MIMBRE,4,01/12/2010 14:32,4.21,,USA
536544,22695,WICKER WREATH PEQUENO,2,01/12/2010 14:32,3.36,,USA
536544,22697,TAZA Y PLATO DE REGENCIA VERDE,6,01/12/2010 14:32,5.91,,USA
536544,22699,ROSA REGENCIA TAZA Y PLATILLO,2,01/12/2010 14:32,5.91,,USA
536544,22719,RACK DE ABRIGO MONOCROMO DE GUMBALL,1,01/12/2010 14:32,2.51,,USA
536544,22727,RELOJ ALARMA BAKELIKE RED,2,01/12/2010 14:32,7.62,,USA
536544,22728,ALARMA RELOJ BAKELIKE PINK,1,01/12/2010 14:32,7.62,,USA
536544,22729,RELOJ ALARMA NARANJA BAKELIKE,2,01/12/2010 14:32,7.62,,USA
536544,22730,RELOJ DE ALARMA BAKELIKE MARFIL,1,01/12/2010 14:32,7.62,,USA
536544,22734,SET DE 6 CINTA VINTAGE NAVIDAD,3,01/12/2010 14:32,5.06,,USA
536544,22737,CARRETE DE CINTA REGALO DE NAVIDAD,1,01/12/2010 14:32,3.36,,USA
536544,22738,CARRETE DE CINTA PUEBLO NEVADO,3,01/12/2010 14:32,3.36,,USA
536544,22739,RIBBON REEL NAVIDAD SOCK BAUBLE,1,01/12/2010 14:32,3.36,,USA
536544,22740,BOLIGRAFO POLKADOT,13,01/12/2010 14:32,1.66,,USA
536544,22741,BolIgrafo DIVA FUNKY,8,01/12/2010 14:32,1.66,,USA
536544,22744,HAGA SU PROPIO KIT DE TARJETA MONSOON,1,01/12/2010 14:32,5.91,,USA
536544,22745,DORMITORIO PLAYHOUSE DE POPPY,1,01/12/2010 14:32,4.21,,USA
536544,22748,COCINA DE PLAYHOUSE DE POPPY,1,01/12/2010 14:32,4.21,,USA
536544,22755,CUADERNO BABUSHKA PURPURA PEQUENO,3,01/12/2010 14:32,1.66,,USA
536544,22757,GRAN CUADERNO ROJO BABUSHKA,3,01/12/2010 14:32,2.51,,USA
536544,22758,GRAN CUADERNO BABUSHKA PURPURA,2,01/12/2010 14:32,2.51,,USA
536544,22759,JUEGO DE 3 CUADERNOS EN PARCELA,3,01/12/2010 14:32,3.36,,USA
536544,22760,BANDEJA DESAYUNO EN CAMA,1,01/12/2010 14:32,25.49,,USA
536544,22769,ORGANIZADOR DE COCINA DE TABLERO,1,01/12/2010 14:32,51.02,,USA
536544,22791,VIDRIO T-LIGHT ANTIGUO,3,01/12/2010 14:32,2.51,,USA
536544,22792,PORTA VELAS ANTIGUAS,2,01/12/2010 14:32,1.66,,USA
536544,22798,MESA DE VESTIR ANTIGUA CRISTAL,2,01/12/2010 14:32,5.91,,USA
536544,22812,PACK 3 CAJAS PANNETONE DE NAVIDAD,2,01/12/2010 14:32,4.21,,USA
536544,22813,PACK 3 CAJAS PANNETONE DE AVES,1,01/12/2010 14:32,4.21,,USA
536544,22816,TARJETA MOTO SANTA,4,01/12/2010 14:32,0.85,,USA
536544,22818,TARJETA DE PUEBLO DE NAVIDAD,6,01/12/2010 14:32,0.85,,USA
536544,22822,CREMA PARED PLANTADOR CORAZON EN FORMA,1,01/12/2010 14:32,12.72,,USA
536544,22835,BOTELLA DE AGUA CALIENTE SOY TAN POBRE,4,01/12/2010 14:32,9.32,,USA
536544,22837,BOTELLA DE AGUA CALIENTE BABUSHKA,1,01/12/2010 14:32,9.32,,USA
536544,22844,ENVASE CREMA VINTAGE PARA PERRO DE ALIMENTOS,1,01/12/2010 14:32,16.98,,USA
536544,22847,CESTA DE PAN ESTILO MARFIL,1,01/12/2010 14:32,34,,USA
536544,22862,Caja de servilletas LOVE HEART,1,01/12/2010 14:32,8.47,,USA
536544,22865,DISENO DE BUHO CALENTADOR DE MANOS,1,01/12/2010 14:32,4.21,,USA
536544,22866,DISENO SCOTTY PERRO CALENTADOR DE MANOS,4,01/12/2010 14:32,4.21,,USA
536544,22867,DISENO DE AVES CALENTADOR DE MANOS,4,01/12/2010 14:32,4.21,,USA
536544,22876,NUMERO DE AZULEJOS JARDIN 8,1,01/12/2010 14:32,4.21,,USA
536544,22899,DELANTAL INFANTIL NINA DOLLY,2,01/12/2010 14:32,4.21,,USA
536544,22900,SET 2 TOALLAS DE TE ME ENCANTA LONDRES,1,01/12/2010 14:32,5.91,,USA
536544,22906,12 TARJETAS DE MENSAJE CON SOBRES,2,01/12/2010 14:32,3.36,,USA
536544,22909,SET DE 20 SERVILLETAS DE NAVIDAD VINTAGE,3,01/12/2010 14:32,1.66,,USA
536544,22910,KIT DE CADENA DE PAPEL NAVIDAD VINTAGE,4,01/12/2010 14:32,5.91,,USA
536544,22916,Marcador de hierbas tomillo,1,01/12/2010 14:32,1.66,,USA
536544,22917,MARMERO DE HIERBAS,1,01/12/2010 14:32,1.66,,USA
536544,22918,PEREJIL MARCADOR DE HIERBAS,1,01/12/2010 14:32,1.66,,USA
536544,22919,MARCA DE HIERBA MENTA,1,01/12/2010 14:32,1.66,,USA
536544,22920,MARCA DE HIERBA ALBAHACA,1,01/12/2010 14:32,1.66,,USA
536544,22921,CHIVES DE MARCADOR DE HIERBAS,1,01/12/2010 14:32,1.66,,USA
536544,22928,TERMOMETRO DE JARDIN GIGANTE AMARILLO,1,01/12/2010 14:32,11.87,,USA
536544,22940,FELTCRAFT FIESTA DE NAVIDAD,2,01/12/2010 14:32,8.47,,USA
536544,22945,ETIQUETAS DE METAL DE NAVIDAD SURTIDAS,1,01/12/2010 14:32,11.02,,USA
536544,22948,METAL DECORACION NINOS TRAVIESOS,2,01/12/2010 14:32,6.77,,USA
536544,22949,36 DOLLY DOLLY CHICA,1,01/12/2010 14:32,2.98,,USA
536544,22951,DISENO DE 60 CARCASAS DOLLY CHICA,2,01/12/2010 14:32,1.28,,USA
536544,22952,60 CASAS DE PASTEL VINTAGE NAVIDAD,1,01/12/2010 14:32,1.28,,USA
536544,22956,36 CAJAS DE PASTEL DE CORAZON,1,01/12/2010 14:32,4.21,,USA
536544,22960,JUEGO PARA JAMON CON JARRAS,7,01/12/2010 14:32,8.47,,USA
536544,22961,JUEGO PARA HACER JAMAS IMPRESO,9,01/12/2010 14:32,3.36,,USA
536544,22962,JARRA CON TAPA ROSA,4,01/12/2010 14:32,1.66,,USA
536544,22963,JARRA CON TAPA VERDE,1,01/12/2010 14:32,1.66,,USA
536544,22966,CORTADOR DE GALLETAS HOMBRE DE PAN DE JENGIBRE,3,01/12/2010 14:32,2.51,,USA
536544,22969,JAMON CASERO VELAS PERFUMADAS,1,01/12/2010 14:32,3.36,,USA
536544,22972,TAZA DE ESPACIO INFANTIL,1,01/12/2010 14:32,3.36,,USA
536544,22974,TAZA DE NINA DOLLY CHICA,3,01/12/2010 14:32,3.36,,USA
536544,22975,COPA DE HUEVOS PARA NINOS DEL ESPACIO,2,01/12/2010 14:32,2.51,,USA
536544,22976,TAZA DE HUEVO DE CIRCO DESFILE DE NINOS,1,01/12/2010 14:32,2.51,,USA
536544,22988,COPA DE HUEVOS SOLDADOS,3,01/12/2010 14:32,2.51,,USA
536544,35095A,CAJA OVALADA DE TELA VICTORIANA AZUL,2,01/12/2010 14:32,0.84,,USA
536544,35095B,CAJA OVALADA DE TELA VICTORIANA ROJA,1,01/12/2010 14:32,0.84,,USA
536544,35471D,CONJUNTO DE 3 PLUMAS PIEL ROSA CLARO,1,01/12/2010 14:32,2.51,,USA
536544,35598D,ARBOL DE NAVIDAD ROSA / BLANCO 60CM,1,01/12/2010 14:32,2.51,,USA
536544,35599D,ARBOL DE NAVIDAD ROSADO Y BLANCO 120CM,1,01/12/2010 14:32,5.91,,USA
536544,35610A,GOTA DE FLOQUE DE NAVIDAD ROSA,1,01/12/2010 14:32,2.51,,USA
536544,35818P,"JOYA ACRILICA ICICLE, ROSA",1,01/12/2010 14:32,3.36,,USA
536544,35957,SMALLFOLKART BAUBLE NAVIDAD DEC,2,01/12/2010 14:32,1.66,,USA
536544,35961,FOLKART ZINC HEART NAVIDAD DEC,1,01/12/2010 14:32,1.66,,USA
536544,35971,DECORACIONES DE ROSE FOLKART HEART,1,01/12/2010 14:32,2.51,,USA
536544,37370,TAZAS DE CAFE RETRO SURTIDAS,1,01/12/2010 14:32,16.13,,USA
536544,37449,PASTEL DE CERAMICA + TORTAS COLGANTES,1,01/12/2010 14:32,21.23,,USA
536544,37476,BANDEJA CONDIMENTE 4 TAZONES Y 4 CUCHARAS,1,01/12/2010 14:32,18.68,,USA
536544,47559B,TE TIEMPO GUANTE DEL HORNO,2,01/12/2010 14:32,2.51,,USA
536544,47580,TEA TIME DES TEA ACOGEDOR,1,01/12/2010 14:32,5.06,,USA
536544,47591B,DELANTAL DE LOS NINOS DE SCOTTIES,2,01/12/2010 14:32,1.66,,USA
536544,47591D,DELANTAL DE NINOS DE PASTEL ROSADO,1,01/12/2010 14:32,4.21,,USA
536544,47593B,SCOTTIE PERROS BABY BIB,2,01/12/2010 14:32,0.85,,USA
536544,48188,DOORMAT BIENVENIDOS PERRITOS,1,01/12/2010 14:32,14.43,,USA
536544,70007,CALENTADOR DE MANOS ALPINO HI TEC,5,01/12/2010 14:32,3.36,,USA
536544,71053,LINTERNA DE METAL BLANCO,1,01/12/2010 14:32,8.47,,USA
536544,71459,JAR JAM JANGING SOPORTE DE LUZ EN T,8,01/12/2010 14:32,1.69,,USA
536544,72586,JUEGO DE 6 LUCES T DE FANTASMA DE HALLOWEEN,1,01/12/2010 14:32,0.85,,USA
536544,72799E,VELA PILAR MARFIL VELO PLATA,2,01/12/2010 14:32,3.36,,USA
536544,72799F,VELO DE PILAR MARFIL ORO FLOCK,2,01/12/2010 14:32,3.36,,USA
536544,72807A,SET / 3 VELAS ROSAS EN CAJA JOYAS,1,01/12/2010 14:32,8.47,,USA
536544,72807B,SET / 3 CAJAS DE JOYAS VELOCIENTES OCEAN SCENT,1,01/12/2010 14:32,8.47,,USA
536544,72807C,CONJUNTO / 3 VELAS VENTANAS PERFUMADAS EN CAJA,1,01/12/2010 14:32,8.47,,USA
536544,72816,SET / 3 VELAS DE DESCUPAMIENTO DE NAVIDAD,1,01/12/2010 14:32,2.51,,USA
536544,72817,JUEGO DE 2 VELAS DECOUPAGE DE NAVIDAD,2,01/12/2010 14:32,1.66,,USA
536544,79030D,PISO BARROCO,1,01/12/2010 14:32,12.72,,USA
536544,79030G,"TUMBLER, NUEVA INGLATERRA",1,01/12/2010 14:32,12.72,,USA
536544,79321,LUCES DE CHILE,1,01/12/2010 14:32,10.17,,USA
536544,82551,LAVANDERIA 15C SIGNO METALICO,1,01/12/2010 14:32,2.51,,USA
536544,82578,Signo de metal de cocina,1,01/12/2010 14:32,1.28,,USA
536544,82580,SENAL DE METAL PARA BANO,1,01/12/2010 14:32,1.28,,USA
536544,82583,SENAL DE METAL DE BANOS CALIENTES,1,01/12/2010 14:32,4.21,,USA
536544,82613B,"SIGNO METALICO, GANCHO SIMPLE",1,01/12/2010 14:32,2.51,,USA
536544,82613C,"SIGNO METALICO, GANCHO SIMPLE",1,01/12/2010 14:32,2.51,,USA
536544,82613D,METAL SIGN CUPCAKE GANCHO SIMPLE,1,01/12/2010 14:32,2.51,,USA
536544,84029E,CORAZON BLANCO CALIENTE DE LANA ROJO.,1,01/12/2010 14:32,7.62,,USA
536544,84029G,BOTELLA DE AGUA CALIENTE DE BANDERA DE UNION,1,01/12/2010 14:32,7.62,,USA
536544,84031A,CHARLIE + LOLA BOTELLA DE AGUA CALIENTE ROJA,4,01/12/2010 14:32,4.21,,USA
536544,84031B,BOTELLA DE AGUA CALIENTE AZUL CHARLIE LOLA,1,01/12/2010 14:32,4.21,,USA
536544,84032A,BOTELLA DE AGUA CALIENTE CHARLIE + LOLA PINK,8,01/12/2010 14:32,3.36,,USA
536544,84032B,CHARLIE + LOLA BOTELLA DE AGUA CALIENTE ROJA,4,01/12/2010 14:32,3.36,,USA
536544,84050,SartEn de huevo con forma de corazOn rosa,3,01/12/2010 14:32,4.21,,USA
536544,84086C,RADIO RETRO ROSADO / PURPURA,1,01/12/2010 14:32,4.21,,USA
536544,84279P,CHERRY BLOSSOM FRASCO DECORATIVO,1,01/12/2010 14:32,8.47,,USA
536544,84347,ANGELES DE PLATA ROTATIVOS T-LIGHT HLDR,4,01/12/2010 14:32,5.06,,USA
536544,84992,72 CAJAS DE PASTEL DE HADA SWEETHEART,1,01/12/2010 14:32,1.28,,USA
